"peopleNumber","cinema","address","tele","lng","lat"
226896.00,"广州映联万和影城","新港东路618号南丰汇广场3楼","020-84138991",113.35,23.09
226821.00,"环球时代影城(吉大店)","九洲大道中1009号钰海环球金融中心（万国汇购物广场）5楼","0756-3375566",108.30,22.83
226677.00,"华夏巨幕影城(东汇城店)","东汇城4楼","0750-2312777",113.80,23.28
226398.00,"大地影院(年年丰店)","钦州湾大道36号年年丰广场4-5楼","0777-5899898",113.54,23.11
226087.00,"深圳中影南方布吉影院(布吉店)","布吉地铁站A出口对面龙珠商城5楼","0755-28083588",114.12,22.60
225988.00,"星河国际影城(新会店)","会城大新路50号新会星汇广场3楼","0750-6603000",113.03,22.51
225897.00,"中山影城(禾兴南路店)","禾兴南路600号","0573-82060004",113.39,22.51
225590.00,"横店电影城(家乐福店)","朝阳中路家乐福时代广场5楼","0554-2118222",107.73,29.86
225568.00,"盐城CGV星聚汇影城(中南城店)","中南城购物中心5层","0515-89811766",120.17,33.32
225495.00,"佛山盈信星光电影院","龙江镇文华路盈信城市广场一期B区三楼","0757-236399220757-28089230",113.07,22.87
225360.00,"新亚洲·虹影城","新亚洲体育城星天地商业广场S10幢三楼","0871-67354488",116.36,40.00
225198.00,"保利万和国际影城(万高国际广场店)","高笋塘三峡万高国际广场5F","023-58665888",108.37,30.81
225133.00,"中影火星湖影城(柠溪店)","柠溪路284号C座（柠溪文化广场内）","0756-2284999",113.55,22.25
225122.00,"新东北影城(齐齐哈尔新玛特店)","龙华路1号新玛特6楼","0452-2402000",123.95,47.34
225090.00,"大料国际影城(创意生活广场店)","亦庄经济开发区文化园东路6号创意生活广场三层","010-67859009",116.47,39.79
224999.00,"中影国际影城(高新港龙店)","苏州高新区长江路556号港龙商业广场4层（长江路与华山路交汇处）","0512-66905550",116.28,39.88
224842.00,"金典影城","荷花路莲花大厦1-4幢三层（大南门银泰后面莲花大厦3楼）","0577-88889090",118.60,24.90
224466.00,"中影国际影城(凯德广场九龙坡店)","杨家坪西郊三村2号嘉信茂购物广场四楼（杨家坪动物园对面）","023-68789778",106.51,29.50
224462.00,"成都太平洋影城(沙湾店)","二环路北一段10号凯德广场4楼","028-87663930",103.97,30.72
224437.00,"千子星未来影城","槐安路与育才街交叉口西北角","0311-808021000311-80805700",104.98,29.53
224428.00,"新世纪电影城(玉函店)","经十路泉城公园全民健身中心鲁商广场地下1楼（银座玉函店北出口）","0531-86086088",114.49,36.61
224356.00,"大地影院(新玛特店)","东方红大道251号新玛特休闲购物广场6楼","0376-6315988",113.54,23.11
224322.00,"星美国际影城(分钟寺店)","南三环东路成寿寺路2号新业广场2楼","010-67698585",116.45,39.86
224281.00,"星美国际影城(金鹰店)","威远街168号金鹰购物中心B座7层","0871-63154487",116.79,33.97
223945.00,"景德镇恒大影城(景东大道店)","景东大道9号恒大名都商业中心3-4层","0798-8232888",117.23,29.31
223634.00,"重庆越界影城IMAX(石桥铺店)","石桥铺渝州路石桥style广场3楼（彩电中心对面）","023-68963182",106.57,29.57
223562.00,"奥斯卡国际激光影城(中原新城店)","陇海路与桐柏南路交叉口东南角大商新玛特4楼","0371-568091020371-56809105",113.61,34.73
223549.00,"海航活力影城(银泰城店)","潜山路与南二环交口华邦银泰城四楼（潜山路口与南二环路口）","0551-68133331",120.16,30.24
223418.00,"金逸影城MX4D(光美厦门五缘湾店)","金湖路101号五缘湾乐都汇购物中心4楼","0592-5903755",118.16,24.51
223411.00,"横店电影城(大观文化园店)","兴宁中路296号大观文化园三层（汽车总站对面）","0574-65267222",117.05,30.52
223362.00,"星美国际影城(大悦城店)","大悦路518号大悦城4楼","028-63170077",121.47,31.24
223226.00,"大地数字影院(华通广场店)","人和镇鹤龙路187号华通广场3楼","020-86456815",113.54,23.11
223146.00,"幸福蓝海国际影城(临沂店)","解放路122号久隆奥斯卡商业广场D馆（解放路八一服务大楼正对面）","0539-7976688",118.33,35.06
222998.00,"西安首映国际影城(解放路店)","解放路苏宁生活广场6层","029-87402216",108.99,34.26
222980.00,"大地影院(通川国际新城广场店)","西外国际新城广场四楼","0818-2103388",107.46,31.21
222962.00,"大地影院(时代城店)","海城路与宝源路交汇处时代城6楼（坪洲地铁站C出口100米）","0755-23062257",113.54,23.11
222647.00,"万达影城(大寨路店)","大寨路晶鑫广场8F（原中影大兴影城）","029-89348658",113.90,22.56
222522.00,"保利国际影城(通达路店)","通达路与前十街交汇处东方不夜城3楼","0539-7575077",113.93,22.51
222384.00,"奥斯卡长安国际影城(中央广场店)","西长安街105号长安中央广场105号A座2楼（西北饭店斜对面）","029-84192558029-84192559",108.93,34.15
222325.00,"横店电影城(王府井店)","天星路88号王府井购物中心5楼","0833-2260188",107.73,29.86
222316.00,"金逸影城(鞍山西道店)","鞍山西道259号时代数码广场5楼","022-58112952",122.98,41.11
222253.00,"一帆影城(深惠路店)","深惠路大芬爱琴居信和购物广场三层（大芬沃尔玛正对面，地铁龙岗线大芬站C出口直行200米）","0755-846692000755-84669201",114.16,22.62
222211.00,"金逸影城(中山远洋城IMAX店)","博爱六路28号远洋广场3幢大信新都汇4楼","0760-89982200",113.41,22.50
222198.00,"百老汇影城(印象城店)","钱湖北路288号印象城3楼","18958382980",114.05,22.53
222192.00,"卢米埃影城(金源购物广场店)","北滨路368号金源购物广场4楼（君豪酒店旁）","400-601-0618",106.52,29.55
222114.00,"深圳红石国际影城(东门店)","东门中路2088号东门中心城（深圳维景酒店）负一层，晒布地铁站a3出口出站即到","0755-25138811",114.27,22.72
222028.00,"金逸华时尚巨幕影城(TPark时尚公园店)","仲恺大道和畅五路TPark时尚公园五楼","0752-2266111",114.35,23.02
221832.00,"大世界电影城","迎晖路2号大世界7楼","0830-2290454",116.63,40.31
221816.00,"万达国际影城(海沃世贸商城店)","龙湖南路海沃世贸商城四层","0554-2222333",117.01,32.63
221718.00,"卢米埃影城(紫峰店)","中山北路6号绿地中心紫峰购物广场5-6楼","025-83518400",119.15,26.59
221586.00,"万达电影城(金山店)","龙皓路1088号万达广场四楼（蒙山北路）","021-31022888",121.51,31.30
221521.00,"盐城卢米埃影城(聚龙湖金鹰店)","解放南路268号金鹰聚龙湖购物中心6楼","0515-88883688",120.16,33.34
221499.00,"金逸影城(好声音店)","龙船里好声音商厦4楼","0775-2801111",120.36,36.10
221228.00,"上海太平洋影城(文诚路店)","文诚路500弄1号四楼（塞纳左岸）","021-57731360021-67831533",121.21,31.03
220991.00,"上海米格国际影城(嘉松中路店)","嘉松中路5999弄米格天地广场2号楼3层","021-39293330",121.22,31.15
220735.00,"金鸡百花影城","北三环东路22号","010-64203483010-64212040",111.46,29.08
220726.00,"星美国际影城(大学东路店)","大学东路98号新世界购物中心3楼","0771-318801118078165366",115.97,40.46
220613.00,"万达国际影城(新天泽广场店)","大渡口步行街新天泽广场4楼","023-88195007023-88195008",106.48,29.47
219885.00,"永恒·中华动感影城","兴宁西街36号","0771-2803445",123.15,48.13
219845.00,"左岸国际影城","松南路1号汇锦新天地广场D栋1-3楼（近富力半岛花园，罗冲围客运站旁）","020-81999252",107.22,34.34
219704.00,"CGV星聚汇影城(呼和浩特中山店)","中山东路42号金翡丽广场5层","0471-2831333",111.67,40.81
219470.00,"上海CGV星聚汇影城(安亭店)","安亭镇墨玉南路1055号嘉亭荟城市生活广场3楼","021-69503456",121.16,31.28
219164.00,"橙天嘉禾影城(迎宾南路店)","迎宾南路28号五洲国际四楼","0515-88894888",112.36,25.58
219141.00,"华美影城","黄河路1105号马栏广场逸彩城3楼","0411-84216655",111.59,40.76
219095.00,"左岸国际电影城(闵行店)","金汇路528号虹桥古玩城5楼（近红松路）","021-54860799",121.37,31.18
219042.00,"上海博纳银兴国际影城(我格广场店)","武宁路101号我格广场4楼（近普雄路）","021-32520320",121.42,31.23
218948.00,"金逸影城(乐园店)","玉山路166号水上世界商业广场2F","0512-68711811",120.36,36.10
218656.00,"汉阳天河电影城(王家湾店)","汉阳大道687号汉商21购物娱乐中心3楼（4号地铁线王家湾J出口）","027-84675900",114.21,30.55
218571.00,"横店电影城(苏宁广场店)","中和路苏宁广场10F","0553-390688518196509777",107.73,29.86
218549.00,"星美国际影城(大悦城店)","小东路9号大悦城D馆4层","024-24357171",121.47,31.24
218310.00,"百老汇影城(远洋城店)","建设北路128号远洋城3层东区","0315-2790155",114.05,22.53
218299.00,"丹尼斯中影星美国际影城","开源路丹尼斯开源店五六楼","0375-26022220375-2603333",111.19,34.77
218254.00,"奥斯卡国际影城(骡马市店)","东大街骡马市民生百货六楼","029-87656720",111.60,27.46
218226.00,"茂名中影华侨城影院","光华南路128号茂名华侨城商业广场三楼","0668-39337890668-3933733",110.92,21.65
218017.00,"德阳太平洋电影城(洋洋百货店)","长江西路二段1号洋洋百货南街店5楼","0838-2600006",104.38,31.12
217976.00,"新华天河影城","荆中路聚珍园广场2楼","0716-8435656",113.28,33.73
217817.00,"恒大影城","御河东路恒大绿洲外围恒大影城3-4层","0352-5683688",113.64,28.15
217661.00,"CGV星星影城(星都汇广场店)","佛山新城裕和路141号星都汇广场3楼（世纪莲地铁站B出口）","0757-22111178",112.86,22.89
217473.00,"西安中影时代国际影城","唐延路与科技路十字唐延中心城永辉超市旁","029-81339911",108.88,34.23
217439.00,"大光明影城(七宝店)","七莘路3655号嘉茂购物广场3楼（近沪星路）","021-64933338",118.50,31.69
217423.00,"太平洋电影城(大都会店)","五星花园大都会5楼","0817-2225189",121.74,42.05
217186.00,"星光国际影城(启东文峰店)","汇龙镇人民中路650号，文峰大世界七楼","0513-80793366",121.18,31.88
217060.00,"万和国际影城","中街北路万和城6楼","0412-3385858",113.28,32.22
217010.00,"奥斯卡花园影城","花园路天伦路交叉口花园茶城三楼","0371-53306333",113.90,22.78
216960.00,"金逸影城(吴家山北冰洋店)","吴家山四明路北冰洋城市广场4楼","027-83080026",120.36,36.10
216583.00,"金逸影城(尚品荟店)","中华路18号尚品荟折扣中心7层（地铁1号线沈阳站D出口，沃尔玛超市对面即是）","024-31878786",120.36,36.10
216141.00,"中影国际影城(普宁店)","流沙环市北路普宁广场万泰汇购物中心5楼","0663-2966696",116.16,23.31
216064.00,"星美国际影城(世界城店)","金汇路8号世界城E座B1楼（世贸天阶商业街北侧）","010-85907677",108.97,34.18
215747.00,"金逸影城(繁花店)","人民路4555号繁花商业广场3楼","0512-66902101",120.36,36.10
215731.00,"金逸影城(玉桥店)","建宁路8号玉桥商业广场9楼","025-58822020025-58839191",120.36,36.10
215681.00,"幸福蓝海国际影城(宝应店)","安宜东路时代国际二号楼三层","0514-89085618",119.33,33.23
215412.00,"百老汇影城(百丽广场店)","澳门路88号百丽广场3楼（近海信广场）","0532-660611550532-66061160",114.05,22.53
215201.00,"高德国际影城(藏龙岛店)","杨桥湖大道13号阳光时尚金泰商务酒店后面三楼","027-81717666",114.43,30.39
215097.00,"橙天嘉禾影城(北京华联店)","长江路128号北京华联购物中心三层","0971-8565366",116.31,40.02
215091.00,"时代电影大世界影城(北京路店)","北京中路334号时尚广场三楼","0716-8357777",116.33,39.72
215047.00,"太平洋影城(达州红旗店)","来凤路296号（近小红旗桥）","0818-2153661",107.49,31.21
214955.00,"大地影院(苍南银泰城店)","玉苍路1088号银泰城6楼6030号","0577-59900251",120.42,27.50
214940.00,"幸福蓝海国际影城(东台店)","海陵北路9号德润广场六楼","0515-85108588",120.31,32.86
214875.00,"梅地亚银河电影城","余家漾路168号（梅地亚中心）","0572-2280115",113.89,30.51
214673.00,"义乌影都","下车门路109号","0579-85362616",120.07,29.29
214623.00,"星星国际影城(岳阳东茅岭店)","步行街地一大道","0730-8980888",113.10,29.37
214409.00,"时代金球影城(象山店)","涌金广场4号楼4层（新华路和丹南路交叉路口）","0574-89520001",121.88,29.46
214345.00,"曲阳影都","曲阳路570号（近玉田路）","021-65527029",114.74,38.62
214057.00,"成都东融国际影城","蜀龙大道中段1088号万千城4楼、5楼（新都转盘，西南石油大学对面）","028-62515677",104.17,30.81
213995.00,"德阳中影星美广汉聚星电影城","福州路二段一号华地财富（沃尔玛）广场4楼","0838-5185999",104.39,31.12
213958.00,"幸福蓝海国际影城(湖北大冶店)","新冶大道38号雨润国际广场8号楼6层","0714-88689550714-8868922",114.97,30.10
213949.00,"世纪仙霞影城","仙霞西路88号百联西郊购物中心4楼（近哈密路）","021-62397873",105.94,31.73
213804.00,"万星国际影城","温陵路美食街中段","0595-22697888",114.70,23.03
213706.00,"中影国际影城","重庆路活力城4楼","0431-81870809",116.28,39.88
213477.00,"诚丰影城(斗门店)","斗门江湾中路2号（体育馆文化宫图书馆旁边）","0756-5528666",113.30,22.19
213462.00,"华夏国际影城","东一条路步行街（爱民街与七星街之间）远东大厦四楼","0453-6948888",118.05,36.84
212765.00,"红地毯影城","航海路中州大道富田太阳城一站广场C区三楼","0371-556333880371-55633395",103.30,35.67
212682.00,"太平洋影城(深圳京基百纳店)","白石路京基百纳广场3楼","400-850-3366",113.91,22.54
212564.00,"北京博纳国际影城(通州北苑店)","杨庄北里52号华联天时名苑购物中心4楼（近通州北苑地铁站）","010-56351906",116.42,39.86
212557.00,"完美世界影城(沙井店)","沙井街道新沙路与中心路交汇处华润万家4楼A","0755-27206688",113.39,22.55
